recordId,fullName,email,city,state,country,age,signupDate,purchaseAmount,status
REC-02555,Krish Iyer,krish.iyer2555@example.com,Mumbai,Maharashtra,India,43,2025-11-02,4602.18,Active
REC-02556,Riya Shah,riya.shah2556@example.com,Pune,Maharashtra,India,42,2025-12-18,4596.27,Active
REC-02557,Ananya Shah,ananya.shah2557@example.com,Ahmedabad,Gujarat,India,30,2025-04-16,3873.18,Active
REC-02558,Ishaan Gupta,ishaan.gupta2558@example.com,Chennai,Tamil Nadu,India,37,2025-05-04,1428.80,Inactive
REC-02559,Meera Iyer,meera.iyer2559@example.com,Hyderabad,Telangana,India,36,2025-03-18,3266.36,Active
REC-02560,Krish Gupta,krish.gupta2560@example.com,Chennai,Tamil Nadu,India,45,2026-02-09,2126.82,Inactive
REC-02561,Vivaan Gupta,vivaan.gupta2561@example.com,Hyderabad,Telangana,India,35,2025-03-22,3078.72,Active
REC-02562,Kabir Joshi,kabir.joshi2562@example.com,Bengaluru,Karnataka,India,47,2025-11-08,1910.73,Prospect
REC-02563,Aditya Shah,aditya.shah2563@example.com,Jaipur,Rajasthan,India,51,2025-12-03,224.77,Inactive
REC-02564,Aditya Joshi,aditya.joshi2564@example.com,Mumbai,Maharashtra,India,27,2025-08-22,2944.72,Active
REC-02565,Arjun Shah,arjun.shah2565@example.com,Jaipur,Rajasthan,India,28,2025-03-05,3094.19,Prospect
REC-02566,Diya Desai,diya.desai2566@example.com,Surat,Gujarat,India,47,2025-08-26,288.30,Inactive
REC-02567,Kabir Mehta,kabir.mehta2567@example.com,Pune,Maharashtra,India,28,2025-06-27,905.21,Inactive
REC-02568,Ananya Verma,ananya.verma2568@example.com,Mumbai,Maharashtra,India,32,2025-06-23,4183.15,Prospect
REC-02569,Ishaan Iyer,ishaan.iyer2569@example.com,Chennai,Tamil Nadu,India,30,2025-04-26,2181.35,Prospect
REC-02570,Kabir Verma,kabir.verma2570@example.com,Hyderabad,Telangana,India,40,2025-09-10,1915.79,Active
REC-02571,Riya Gupta,riya.gupta2571@example.com,Kolkata,West Bengal,India,41,2025-08-25,385.94,Active
REC-02572,Ananya Mehta,ananya.mehta2572@example.com,Delhi,Delhi,India,32,2025-04-30,1655.17,Inactive
REC-02573,Arjun Iyer,arjun.iyer2573@example.com,Hyderabad,Telangana,India,51,2025-04-15,4459.89,Active
REC-02574,Ishaan Kapoor,ishaan.kapoor2574@example.com,Hyderabad,Telangana,India,43,2025-08-05,1162.59,Inactive
REC-02575,Vivaan Desai,vivaan.desai2575@example.com,Chennai,Tamil Nadu,India,37,2025-05-29,4049.83,Inactive
REC-02576,Aditya Mehta,aditya.mehta2576@example.com,Delhi,Delhi,India,21,2025-08-22,4598.48,Active
REC-02577,Aarav Shah,aarav.shah2577@example.com,Surat,Gujarat,India,54,2025-03-27,1330.58,Inactive
REC-02578,Ananya Sharma,ananya.sharma2578@example.com,Bengaluru,Karnataka,India,43,2025-07-27,3337.05,Prospect
REC-02579,Aarav Patel,aarav.patel2579@example.com,Surat,Gujarat,India,21,2026-01-29,4930.31,Active
REC-02580,Krish Sharma,krish.sharma2580@example.com,Delhi,Delhi,India,24,2026-01-14,2918.70,Active
REC-02581,Vivaan Verma,vivaan.verma2581@example.com,Jaipur,Rajasthan,India,21,2025-09-02,268.60,Inactive
REC-02582,Riya Nair,riya.nair2582@example.com,Chennai,Tamil Nadu,India,25,2026-01-13,3495.33,Active
REC-02583,Vivaan Kapoor,vivaan.kapoor2583@example.com,Hyderabad,Telangana,India,23,2025-06-11,1073.46,Inactive
REC-02584,Riya Sharma,riya.sharma2584@example.com,Delhi,Delhi,India,43,2026-01-14,1736.03,Active
REC-02585,Ananya Nair,ananya.nair2585@example.com,Jaipur,Rajasthan,India,25,2025-07-31,1824.24,Active
REC-02586,Riya Iyer,riya.iyer2586@example.com,Pune,Maharashtra,India,45,2025-10-02,4922.32,Prospect
REC-02587,Saanvi Shah,saanvi.shah2587@example.com,Bengaluru,Karnataka,India,43,2025-09-18,1159.96,Active
REC-02588,Meera Gupta,meera.gupta2588@example.com,Ahmedabad,Gujarat,India,20,2025-04-30,779.38,Prospect
REC-02589,Ishaan Patel,ishaan.patel2589@example.com,Chennai,Tamil Nadu,India,44,2025-04-22,2624.90,Active
REC-02590,Meera Patel,meera.patel2590@example.com,Kolkata,West Bengal,India,26,2025-11-04,2409.30,Inactive
REC-02591,Ishaan Sharma,ishaan.sharma2591@example.com,Jaipur,Rajasthan,India,29,2025-05-13,1985.37,Inactive
REC-02592,Arjun Reddy,arjun.reddy2592@example.com,Jaipur,Rajasthan,India,25,2026-02-03,3670.97,Prospect
REC-02593,Kabir Kapoor,kabir.kapoor2593@example.com,Ahmedabad,Gujarat,India,35,2025-10-11,4227.43,Active
REC-02594,Ananya Kapoor,ananya.kapoor2594@example.com,Ahmedabad,Gujarat,India,48,2025-12-23,3218.09,Prospect
REC-02595,Arjun Patel,arjun.patel2595@example.com,Jaipur,Rajasthan,India,27,2025-06-28,2627.62,Prospect
REC-02596,Ishaan Kapoor,ishaan.kapoor2596@example.com,Pune,Maharashtra,India,29,2025-06-13,230.73,Inactive
REC-02597,Arjun Gupta,arjun.gupta2597@example.com,Ahmedabad,Gujarat,India,42,2025-06-21,3249.74,Inactive
REC-02598,Krish Kapoor,krish.kapoor2598@example.com,Ahmedabad,Gujarat,India,43,2025-09-06,4671.59,Active
REC-02599,Arjun Verma,arjun.verma2599@example.com,Ahmedabad,Gujarat,India,30,2025-07-22,1392.37,Inactive
REC-02600,Arjun Gupta,arjun.gupta2600@example.com,Pune,Maharashtra,India,20,2025-09-13,3312.36,Prospect
REC-02601,Arjun Verma,arjun.verma2601@example.com,Pune,Maharashtra,India,37,2026-02-16,4307.43,Prospect
REC-02602,Riya Desai,riya.desai2602@example.com,Mumbai,Maharashtra,India,23,2025-08-19,2525.94,Active
REC-02603,Ananya Joshi,ananya.joshi2603@example.com,Delhi,Delhi,India,36,2025-07-10,2272.30,Prospect
REC-02604,Diya Joshi,diya.joshi2604@example.com,Chennai,Tamil Nadu,India,27,2025-07-18,1491.49,Prospect
REC-02605,Arjun Nair,arjun.nair2605@example.com,Jaipur,Rajasthan,India,33,2025-02-21,446.26,Prospect
REC-02606,Aditya Shah,aditya.shah2606@example.com,Jaipur,Rajasthan,India,38,2025-06-27,838.42,Inactive
REC-02607,Vivaan Joshi,vivaan.joshi2607@example.com,Ahmedabad,Gujarat,India,46,2025-05-25,141.21,Active
REC-02608,Diya Reddy,diya.reddy2608@example.com,Hyderabad,Telangana,India,35,2025-07-08,154.18,Active
REC-02609,Diya Mehta,diya.mehta2609@example.com,Hyderabad,Telangana,India,45,2025-10-02,4037.19,Active
REC-02610,Arjun Patel,arjun.patel2610@example.com,Mumbai,Maharashtra,India,44,2025-06-02,4758.31,Active
REC-02611,Riya Sharma,riya.sharma2611@example.com,Hyderabad,Telangana,India,27,2025-04-30,4255.15,Inactive
REC-02612,Riya Shah,riya.shah2612@example.com,Kolkata,West Bengal,India,53,2025-05-24,3952.70,Active
REC-02613,Aditya Verma,aditya.verma2613@example.com,Pune,Maharashtra,India,27,2025-04-07,4104.78,Active
REC-02614,Aarav Reddy,aarav.reddy2614@example.com,Kolkata,West Bengal,India,37,2025-07-30,961.19,Active
REC-02615,Krish Sharma,krish.sharma2615@example.com,Kolkata,West Bengal,India,47,2025-10-01,863.02,Inactive
REC-02616,Aditya Nair,aditya.nair2616@example.com,Jaipur,Rajasthan,India,38,2025-07-20,4807.63,Active
REC-02617,Ananya Sharma,ananya.sharma2617@example.com,Chennai,Tamil Nadu,India,26,2025-10-04,2574.68,Prospect
REC-02618,Meera Nair,meera.nair2618@example.com,Chennai,Tamil Nadu,India,38,2025-08-01,2920.09,Active
REC-02619,Vivaan Nair,vivaan.nair2619@example.com,Surat,Gujarat,India,33,2025-04-22,3570.72,Prospect
REC-02620,Aarav Mehta,aarav.mehta2620@example.com,Delhi,Delhi,India,41,2025-08-29,3416.54,Active
REC-02621,Arjun Kapoor,arjun.kapoor2621@example.com,Jaipur,Rajasthan,India,38,2025-12-03,3122.99,Active
REC-02622,Ishaan Reddy,ishaan.reddy2622@example.com,Pune,Maharashtra,India,35,2026-02-20,2064.80,Active
REC-02623,Riya Mehta,riya.mehta2623@example.com,Hyderabad,Telangana,India,34,2025-10-01,1987.98,Prospect
REC-02624,Meera Verma,meera.verma2624@example.com,Pune,Maharashtra,India,30,2025-10-19,4726.24,Active
REC-02625,Ishaan Joshi,ishaan.joshi2625@example.com,Chennai,Tamil Nadu,India,42,2025-04-02,1319.72,Active
REC-02626,Ishaan Verma,ishaan.verma2626@example.com,Pune,Maharashtra,India,30,2025-09-16,3464.53,Active
REC-02627,Aarav Shah,aarav.shah2627@example.com,Jaipur,Rajasthan,India,45,2025-12-07,407.80,Prospect
REC-02628,Kabir Mehta,kabir.mehta2628@example.com,Kolkata,West Bengal,India,46,2025-02-26,570.80,Active
REC-02629,Aditya Reddy,aditya.reddy2629@example.com,Kolkata,West Bengal,India,22,2025-08-15,2878.56,Inactive
REC-02630,Krish Desai,krish.desai2630@example.com,Surat,Gujarat,India,36,2025-03-02,3963.64,Inactive
REC-02631,Meera Desai,meera.desai2631@example.com,Pune,Maharashtra,India,31,2025-05-19,138.58,Active
REC-02632,Riya Kapoor,riya.kapoor2632@example.com,Chennai,Tamil Nadu,India,28,2025-11-15,4380.00,Active
REC-02633,Aditya Desai,aditya.desai2633@example.com,Jaipur,Rajasthan,India,36,2025-10-08,4852.60,Prospect
REC-02634,Vivaan Desai,vivaan.desai2634@example.com,Pune,Maharashtra,India,28,2025-10-15,1817.43,Prospect
REC-02635,Krish Iyer,krish.iyer2635@example.com,Delhi,Delhi,India,27,2025-07-29,4367.40,Inactive
REC-02636,Diya Joshi,diya.joshi2636@example.com,Mumbai,Maharashtra,India,54,2025-03-10,4488.26,Prospect
REC-02637,Vivaan Sharma,vivaan.sharma2637@example.com,Mumbai,Maharashtra,India,29,2026-01-31,4656.01,Inactive
REC-02638,Krish Gupta,krish.gupta2638@example.com,Mumbai,Maharashtra,India,22,2026-01-28,3163.36,Active
REC-02639,Diya Joshi,diya.joshi2639@example.com,Mumbai,Maharashtra,India,51,2025-10-26,3970.55,Active
REC-02640,Diya Gupta,diya.gupta2640@example.com,Mumbai,Maharashtra,India,33,2025-05-02,1356.64,Active
REC-02641,Riya Shah,riya.shah2641@example.com,Hyderabad,Telangana,India,47,2025-11-14,540.86,Active
REC-02642,Vivaan Sharma,vivaan.sharma2642@example.com,Surat,Gujarat,India,30,2025-08-21,351.13,Prospect
REC-02643,Diya Nair,diya.nair2643@example.com,Ahmedabad,Gujarat,India,21,2025-09-25,2057.81,Active
REC-02644,Arjun Nair,arjun.nair2644@example.com,Chennai,Tamil Nadu,India,30,2025-03-20,3994.60,Prospect
REC-02645,Ananya Verma,ananya.verma2645@example.com,Chennai,Tamil Nadu,India,23,2025-03-23,3091.58,Inactive
REC-02646,Krish Patel,krish.patel2646@example.com,Delhi,Delhi,India,53,2025-12-12,3595.57,Prospect
REC-02647,Ananya Reddy,ananya.reddy2647@example.com,Mumbai,Maharashtra,India,23,2025-11-07,1331.39,Prospect
REC-02648,Krish Iyer,krish.iyer2648@example.com,Surat,Gujarat,India,36,2025-10-11,1026.53,Inactive
REC-02649,Ishaan Gupta,ishaan.gupta2649@example.com,Ahmedabad,Gujarat,India,41,2025-02-23,510.18,Prospect
REC-02650,Arjun Reddy,arjun.reddy2650@example.com,Chennai,Tamil Nadu,India,32,2025-05-31,2545.26,Inactive
REC-02651,Meera Mehta,meera.mehta2651@example.com,Hyderabad,Telangana,India,25,2025-08-31,3772.88,Inactive
REC-02652,Diya Iyer,diya.iyer2652@example.com,Bengaluru,Karnataka,India,53,2025-09-14,4709.43,Prospect
REC-02653,Arjun Shah,arjun.shah2653@example.com,Hyderabad,Telangana,India,50,2025-03-20,3449.93,Prospect
REC-02654,Saanvi Reddy,saanvi.reddy2654@example.com,Pune,Maharashtra,India,32,2026-01-19,850.06,Prospect
REC-02655,Ishaan Iyer,ishaan.iyer2655@example.com,Kolkata,West Bengal,India,53,2025-03-18,3590.81,Inactive
REC-02656,Aarav Verma,aarav.verma2656@example.com,Delhi,Delhi,India,52,2025-08-21,3822.37,Active
REC-02657,Saanvi Verma,saanvi.verma2657@example.com,Bengaluru,Karnataka,India,30,2025-06-03,3313.37,Inactive
REC-02658,Krish Kapoor,krish.kapoor2658@example.com,Bengaluru,Karnataka,India,22,2025-08-19,3490.19,Prospect
REC-02659,Riya Sharma,riya.sharma2659@example.com,Delhi,Delhi,India,38,2025-08-27,797.42,Inactive
REC-02660,Saanvi Mehta,saanvi.mehta2660@example.com,Mumbai,Maharashtra,India,24,2025-04-29,961.59,Prospect
REC-02661,Vivaan Verma,vivaan.verma2661@example.com,Pune,Maharashtra,India,50,2026-01-15,1069.97,Active
REC-02662,Riya Mehta,riya.mehta2662@example.com,Mumbai,Maharashtra,India,41,2026-02-06,4747.03,Inactive
REC-02663,Aditya Kapoor,aditya.kapoor2663@example.com,Kolkata,West Bengal,India,49,2025-05-10,4293.78,Inactive
REC-02664,Ananya Desai,ananya.desai2664@example.com,Ahmedabad,Gujarat,India,54,2026-01-23,2331.42,Prospect
REC-02665,Riya Reddy,riya.reddy2665@example.com,Bengaluru,Karnataka,India,53,2025-11-06,1405.34,Prospect
REC-02666,Kabir Verma,kabir.verma2666@example.com,Chennai,Tamil Nadu,India,36,2025-12-19,1545.29,Active
REC-02667,Aditya Verma,aditya.verma2667@example.com,Ahmedabad,Gujarat,India,28,2025-07-28,4701.92,Inactive
REC-02668,Arjun Iyer,arjun.iyer2668@example.com,Pune,Maharashtra,India,35,2025-04-09,1357.47,Active
REC-02669,Krish Patel,krish.patel2669@example.com,Delhi,Delhi,India,46,2025-04-13,1543.07,Active
REC-02670,Krish Patel,krish.patel2670@example.com,Mumbai,Maharashtra,India,32,2026-01-02,3729.65,Prospect
REC-02671,Krish Iyer,krish.iyer2671@example.com,Ahmedabad,Gujarat,India,25,2025-06-15,2290.97,Inactive
REC-02672,Vivaan Shah,vivaan.shah2672@example.com,Chennai,Tamil Nadu,India,42,2025-04-18,2607.04,Active
REC-02673,Riya Kapoor,riya.kapoor2673@example.com,Chennai,Tamil Nadu,India,27,2025-05-05,1228.63,Active
REC-02674,Saanvi Joshi,saanvi.joshi2674@example.com,Kolkata,West Bengal,India,23,2025-03-02,2952.78,Active
REC-02675,Arjun Patel,arjun.patel2675@example.com,Jaipur,Rajasthan,India,31,2026-01-09,2446.32,Prospect
REC-02676,Riya Patel,riya.patel2676@example.com,Bengaluru,Karnataka,India,39,2025-12-20,4999.99,Prospect
REC-02677,Ishaan Mehta,ishaan.mehta2677@example.com,Ahmedabad,Gujarat,India,33,2025-09-08,2179.98,Inactive
REC-02678,Aarav Shah,aarav.shah2678@example.com,Hyderabad,Telangana,India,28,2025-12-15,528.55,Prospect
REC-02679,Arjun Joshi,arjun.joshi2679@example.com,Pune,Maharashtra,India,34,2025-07-19,3968.15,Inactive
REC-02680,Saanvi Iyer,saanvi.iyer2680@example.com,Delhi,Delhi,India,39,2025-04-22,2113.03,Inactive
REC-02681,Riya Sharma,riya.sharma2681@example.com,Ahmedabad,Gujarat,India,46,2025-10-29,1088.46,Active
REC-02682,Krish Sharma,krish.sharma2682@example.com,Pune,Maharashtra,India,52,2025-06-17,1999.33,Active
REC-02683,Diya Shah,diya.shah2683@example.com,Delhi,Delhi,India,46,2025-12-10,1988.32,Active
REC-02684,Meera Verma,meera.verma2684@example.com,Surat,Gujarat,India,37,2025-06-17,3752.72,Inactive
REC-02685,Arjun Sharma,arjun.sharma2685@example.com,Kolkata,West Bengal,India,46,2025-10-18,563.18,Prospect
REC-02686,Saanvi Desai,saanvi.desai2686@example.com,Chennai,Tamil Nadu,India,50,2025-10-31,430.40,Prospect
REC-02687,Vivaan Gupta,vivaan.gupta2687@example.com,Bengaluru,Karnataka,India,29,2025-06-08,2816.16,Active
REC-02688,Saanvi Iyer,saanvi.iyer2688@example.com,Jaipur,Rajasthan,India,26,2025-10-24,325.40,Inactive
REC-02689,Diya Desai,diya.desai2689@example.com,Jaipur,Rajasthan,India,27,2025-05-15,4542.29,Prospect
REC-02690,Vivaan Gupta,vivaan.gupta2690@example.com,Pune,Maharashtra,India,21,2025-10-21,4178.88,Active
REC-02691,Aarav Gupta,aarav.gupta2691@example.com,Surat,Gujarat,India,43,2025-10-12,1142.47,Inactive
REC-02692,Kabir Nair,kabir.nair2692@example.com,Pune,Maharashtra,India,41,2025-07-21,4305.87,Active
REC-02693,Arjun Joshi,arjun.joshi2693@example.com,Kolkata,West Bengal,India,29,2025-04-30,2465.04,Inactive
REC-02694,Kabir Joshi,kabir.joshi2694@example.com,Ahmedabad,Gujarat,India,25,2026-02-13,2160.21,Active
REC-02695,Aditya Verma,aditya.verma2695@example.com,Mumbai,Maharashtra,India,54,2025-03-02,2567.37,Inactive
REC-02696,Kabir Verma,kabir.verma2696@example.com,Bengaluru,Karnataka,India,53,2025-04-10,2312.05,Prospect
REC-02697,Meera Iyer,meera.iyer2697@example.com,Surat,Gujarat,India,43,2025-08-22,2177.65,Active
REC-02698,Diya Verma,diya.verma2698@example.com,Jaipur,Rajasthan,India,21,2025-08-04,3991.26,Prospect
REC-02699,Saanvi Reddy,saanvi.reddy2699@example.com,Kolkata,West Bengal,India,44,2025-03-22,1721.33,Prospect
REC-02700,Aditya Joshi,aditya.joshi2700@example.com,Ahmedabad,Gujarat,India,42,2025-07-24,2739.31,Inactive
REC-02701,Vivaan Iyer,vivaan.iyer2701@example.com,Hyderabad,Telangana,India,21,2025-07-10,4547.92,Inactive
REC-02702,Ishaan Kapoor,ishaan.kapoor2702@example.com,Bengaluru,Karnataka,India,28,2026-01-21,1615.23,Active
REC-02703,Saanvi Verma,saanvi.verma2703@example.com,Mumbai,Maharashtra,India,31,2025-02-27,4055.74,Inactive
REC-02704,Saanvi Mehta,saanvi.mehta2704@example.com,Pune,Maharashtra,India,23,2025-06-08,2737.60,Prospect
REC-02705,Meera Gupta,meera.gupta2705@example.com,Mumbai,Maharashtra,India,37,2025-09-20,1124.63,Inactive
REC-02706,Krish Shah,krish.shah2706@example.com,Pune,Maharashtra,India,54,2025-04-10,2312.62,Active
REC-02707,Kabir Sharma,kabir.sharma2707@example.com,Kolkata,West Bengal,India,33,2025-04-21,783.59,Inactive
REC-02708,Diya Verma,diya.verma2708@example.com,Ahmedabad,Gujarat,India,27,2025-07-14,574.11,Prospect
REC-02709,Krish Desai,krish.desai2709@example.com,Kolkata,West Bengal,India,52,2025-06-19,1054.67,Inactive
REC-02710,Ananya Joshi,ananya.joshi2710@example.com,Kolkata,West Bengal,India,43,2025-06-05,3712.02,Active
REC-02711,Ananya Joshi,ananya.joshi2711@example.com,Mumbai,Maharashtra,India,52,2025-12-03,4111.79,Active
REC-02712,Kabir Iyer,kabir.iyer2712@example.com,Hyderabad,Telangana,India,45,2025-07-27,3413.86,Inactive
REC-02713,Arjun Sharma,arjun.sharma2713@example.com,Ahmedabad,Gujarat,India,33,2025-07-27,3908.06,Prospect
REC-02714,Ishaan Joshi,ishaan.joshi2714@example.com,Chennai,Tamil Nadu,India,38,2026-02-18,2525.27,Prospect
REC-02715,Meera Iyer,meera.iyer2715@example.com,Chennai,Tamil Nadu,India,25,2025-08-17,1035.58,Prospect
REC-02716,Krish Nair,krish.nair2716@example.com,Jaipur,Rajasthan,India,26,2025-10-31,2919.85,Active
REC-02717,Saanvi Patel,saanvi.patel2717@example.com,Kolkata,West Bengal,India,38,2025-09-15,3018.72,Inactive
REC-02718,Aarav Joshi,aarav.joshi2718@example.com,Mumbai,Maharashtra,India,49,2025-10-23,1240.20,Prospect
REC-02719,Arjun Shah,arjun.shah2719@example.com,Hyderabad,Telangana,India,21,2025-09-12,4120.67,Active
REC-02720,Aditya Mehta,aditya.mehta2720@example.com,Delhi,Delhi,India,37,2025-03-09,4514.86,Inactive
REC-02721,Diya Reddy,diya.reddy2721@example.com,Pune,Maharashtra,India,39,2025-04-02,1215.40,Active
REC-02722,Meera Reddy,meera.reddy2722@example.com,Pune,Maharashtra,India,23,2025-12-20,4918.17,Active
REC-02723,Arjun Nair,arjun.nair2723@example.com,Pune,Maharashtra,India,42,2025-04-07,4758.30,Prospect
REC-02724,Kabir Nair,kabir.nair2724@example.com,Mumbai,Maharashtra,India,20,2026-01-06,4736.86,Active
REC-02725,Diya Desai,diya.desai2725@example.com,Surat,Gujarat,India,35,2026-01-31,392.08,Inactive
REC-02726,Saanvi Mehta,saanvi.mehta2726@example.com,Chennai,Tamil Nadu,India,33,2025-04-29,460.59,Active
REC-02727,Riya Mehta,riya.mehta2727@example.com,Pune,Maharashtra,India,27,2025-05-22,236.56,Active
REC-02728,Aditya Verma,aditya.verma2728@example.com,Hyderabad,Telangana,India,22,2025-10-27,4801.05,Active
REC-02729,Ananya Patel,ananya.patel2729@example.com,Ahmedabad,Gujarat,India,26,2025-07-25,594.21,Active
REC-02730,Meera Verma,meera.verma2730@example.com,Pune,Maharashtra,India,29,2025-10-02,2777.99,Active
REC-02731,Kabir Desai,kabir.desai2731@example.com,Hyderabad,Telangana,India,39,2025-11-15,116.24,Prospect
REC-02732,Krish Reddy,krish.reddy2732@example.com,Pune,Maharashtra,India,41,2025-06-21,393.02,Prospect
REC-02733,Arjun Kapoor,arjun.kapoor2733@example.com,Surat,Gujarat,India,39,2025-03-18,2334.49,Prospect
REC-02734,Diya Desai,diya.desai2734@example.com,Chennai,Tamil Nadu,India,22,2025-12-21,4596.59,Prospect
REC-02735,Aarav Mehta,aarav.mehta2735@example.com,Mumbai,Maharashtra,India,36,2025-09-03,2547.39,Prospect
REC-02736,Riya Mehta,riya.mehta2736@example.com,Ahmedabad,Gujarat,India,49,2025-09-14,164.73,Active
REC-02737,Vivaan Kapoor,vivaan.kapoor2737@example.com,Ahmedabad,Gujarat,India,53,2025-07-02,630.21,Prospect
REC-02738,Kabir Sharma,kabir.sharma2738@example.com,Ahmedabad,Gujarat,India,37,2025-07-05,767.77,Active
REC-02739,Ananya Gupta,ananya.gupta2739@example.com,Hyderabad,Telangana,India,24,2025-08-18,4922.22,Prospect
REC-02740,Meera Mehta,meera.mehta2740@example.com,Hyderabad,Telangana,India,31,2025-05-29,4978.86,Inactive
REC-02741,Aditya Shah,aditya.shah2741@example.com,Jaipur,Rajasthan,India,35,2025-04-23,1872.14,Inactive
REC-02742,Aditya Joshi,aditya.joshi2742@example.com,Delhi,Delhi,India,21,2025-07-28,3397.06,Active
REC-02743,Ishaan Kapoor,ishaan.kapoor2743@example.com,Hyderabad,Telangana,India,47,2025-11-28,1109.54,Prospect
REC-02744,Kabir Nair,kabir.nair2744@example.com,Bengaluru,Karnataka,India,51,2025-06-12,4913.22,Active
REC-02745,Saanvi Sharma,saanvi.sharma2745@example.com,Pune,Maharashtra,India,20,2025-04-15,1611.20,Prospect
REC-02746,Aarav Sharma,aarav.sharma2746@example.com,Kolkata,West Bengal,India,31,2026-01-02,2563.94,Prospect
REC-02747,Diya Joshi,diya.joshi2747@example.com,Mumbai,Maharashtra,India,21,2026-01-15,4742.59,Active
REC-02748,Ishaan Iyer,ishaan.iyer2748@example.com,Surat,Gujarat,India,20,2025-12-15,609.70,Active
REC-02749,Vivaan Verma,vivaan.verma2749@example.com,Hyderabad,Telangana,India,33,2026-01-29,3809.02,Active
REC-02750,Aditya Reddy,aditya.reddy2750@example.com,Mumbai,Maharashtra,India,31,2026-02-02,4463.86,Active
REC-02751,Ishaan Joshi,ishaan.joshi2751@example.com,Ahmedabad,Gujarat,India,40,2025-04-17,2295.46,Inactive
REC-02752,Aditya Kapoor,aditya.kapoor2752@example.com,Surat,Gujarat,India,22,2025-03-11,3534.19,Prospect
REC-02753,Meera Mehta,meera.mehta2753@example.com,Surat,Gujarat,India,30,2025-10-16,831.22,Prospect
REC-02754,Arjun Joshi,arjun.joshi2754@example.com,Delhi,Delhi,India,25,2025-09-15,503.97,Inactive
REC-02755,Saanvi Joshi,saanvi.joshi2755@example.com,Hyderabad,Telangana,India,26,2025-08-05,4987.25,Active
REC-02756,Arjun Kapoor,arjun.kapoor2756@example.com,Mumbai,Maharashtra,India,28,2025-08-14,2593.10,Inactive
REC-02757,Ishaan Nair,ishaan.nair2757@example.com,Mumbai,Maharashtra,India,39,2025-12-27,4119.21,Inactive
REC-02758,Aarav Desai,aarav.desai2758@example.com,Mumbai,Maharashtra,India,46,2025-04-28,409.45,Prospect
REC-02759,Riya Iyer,riya.iyer2759@example.com,Delhi,Delhi,India,35,2025-02-25,4982.65,Inactive
REC-02760,Aditya Iyer,aditya.iyer2760@example.com,Chennai,Tamil Nadu,India,43,2025-05-24,490.98,Inactive
REC-02761,Ananya Joshi,ananya.joshi2761@example.com,Mumbai,Maharashtra,India,52,2025-09-01,3727.81,Prospect
REC-02762,Diya Verma,diya.verma2762@example.com,Hyderabad,Telangana,India,30,2025-02-27,1096.66,Inactive
REC-02763,Ishaan Verma,ishaan.verma2763@example.com,Delhi,Delhi,India,36,2025-04-01,1216.52,Prospect
REC-02764,Aarav Joshi,aarav.joshi2764@example.com,Bengaluru,Karnataka,India,50,2025-08-18,2863.01,Prospect
REC-02765,Aditya Shah,aditya.shah2765@example.com,Mumbai,Maharashtra,India,35,2025-07-12,3577.56,Inactive
REC-02766,Ishaan Sharma,ishaan.sharma2766@example.com,Hyderabad,Telangana,India,34,2025-11-16,1031.84,Active
REC-02767,Arjun Desai,arjun.desai2767@example.com,Hyderabad,Telangana,India,50,2025-08-07,1875.36,Prospect
REC-02768,Saanvi Kapoor,saanvi.kapoor2768@example.com,Surat,Gujarat,India,28,2025-06-21,4045.60,Prospect
REC-02769,Arjun Verma,arjun.verma2769@example.com,Mumbai,Maharashtra,India,48,2025-08-23,2290.69,Inactive
REC-02770,Diya Desai,diya.desai2770@example.com,Bengaluru,Karnataka,India,47,2025-10-03,3941.34,Active
REC-02771,Riya Sharma,riya.sharma2771@example.com,Kolkata,West Bengal,India,24,2025-10-29,3527.17,Inactive
REC-02772,Ishaan Shah,ishaan.shah2772@example.com,Kolkata,West Bengal,India,44,2025-10-16,1819.15,Prospect
REC-02773,Meera Iyer,meera.iyer2773@example.com,Kolkata,West Bengal,India,40,2025-11-13,3893.65,Prospect
REC-02774,Saanvi Joshi,saanvi.joshi2774@example.com,Chennai,Tamil Nadu,India,41,2025-04-13,4351.79,Inactive
REC-02775,Ananya Patel,ananya.patel2775@example.com,Jaipur,Rajasthan,India,34,2025-07-02,4150.80,Inactive
REC-02776,Meera Sharma,meera.sharma2776@example.com,Kolkata,West Bengal,India,48,2026-02-19,4503.79,Inactive
REC-02777,Aarav Sharma,aarav.sharma2777@example.com,Bengaluru,Karnataka,India,42,2025-11-11,113.85,Inactive
REC-02778,Vivaan Joshi,vivaan.joshi2778@example.com,Chennai,Tamil Nadu,India,36,2025-04-29,1667.15,Prospect
REC-02779,Vivaan Verma,vivaan.verma2779@example.com,Chennai,Tamil Nadu,India,47,2025-02-23,4345.24,Active
REC-02780,Riya Iyer,riya.iyer2780@example.com,Hyderabad,Telangana,India,51,2025-05-27,1347.73,Inactive
REC-02781,Diya Mehta,diya.mehta2781@example.com,Surat,Gujarat,India,36,2025-06-04,1813.97,Prospect
REC-02782,Meera Kapoor,meera.kapoor2782@example.com,Delhi,Delhi,India,30,2025-10-07,2683.81,Prospect
REC-02783,Krish Shah,krish.shah2783@example.com,Bengaluru,Karnataka,India,22,2025-12-17,578.97,Prospect
REC-02784,Vivaan Nair,vivaan.nair2784@example.com,Hyderabad,Telangana,India,31,2025-12-12,4027.40,Prospect
